code,nombre,name
43610000,Partes para máquinas de sondeo.,Parts for boring machinery.
43611000,Partes de máquinas de perforación de pozos.,Parts for well-drilling machinery.
43611100,Tapones de detención.,Bridge plugs.
43611200,Brocas para taladros industriales.,Industrial drill bits.
43611300,Tijeras de perforación.,Drilling jars.
43611400,Sondas de hierro.,Iron roughnecks.
43611500,Mesas rotatorias.,Rotary tables.
43611600,Equipo de suspensión de tubería de lodos.,Mudline suspension equipment.
43611700,Equipo de unión de tuberías.,Tieback equipment.
43612000,Partes de máquinas y aparatos para extracción en pozos.,Parts of well-extraction machinery.
43612100,Colgadores de tuberías.,Casing hangers.
43612200,Equipo de sujeción de tuberías colgantes.,Liner hanger equipment.
43612300,Tensores del «riser» de producción.,Production riser tensioners.
43612400,Cabezas de pozo.,Wellheads.
43612500,Equipo de unión de «risers» de producción.,Production riser tieback equipment.
43612600,Sistema de control de cabeza de pozo.,Wellhead control system.
43612700,Equipo de cabeza de pozo.,Wellhead equipment.
43612800,Elevadores para torre de perforación.,Rig-jacking systems.
43613000,Partes de cortadoras y arrancadoras de carbón o roca.,Parts of coal or rock cutting machinery.
43613100,Partes de cortadoras y arrancadoras de carbón.,Parts of coal cutting machinery.
43613200,Partes de cortadoras y arrancadoras de roca.,Parts of rock cutting machinery.
43614000,Partes de máquinas para perforar túneles o galerías.,Parts of tunnelling machinery.
43620000,Partes de máquinas para tratamiento de minerales.,Parts of mineral-processing machinery.
43630000,Partes de máquinas o aparatos de perforación.,Parts of sinking machinery.
43640000,Partes de maquinaria para excavar.,Parts of excavating machinery.
43700000,Maquinaria para la metalurgia y sus partes.,Machinery for metallurgy and associated parts.
43710000,Máquinas para laminado de metales.,Metal-rolling machinery.
43711000,Partes de maquinaria para laminado de metales.,Parts of metal-rolling machinery.
43720000,Máquinas de colar.,Casting machines.
43721000,Partes de máquinas de colar.,Parts of casting machines.
43800000,Equipo de talleres.,Workshop equipment.
43810000,Equipo para trabajar madera.,Woodworking equipment.
43811000,Máquinas lijadoras.,Sanding machines.
43812000,Equipo de aserrado.,Sawing equipment.
43820000,Equipo para la fabricación de calzado.,Shoe-making equipment.
43830000,Herramientas mecánicas.,Power tools.
43840000,Equipo de herrería.,Blacksmiths' equipment.
44000000,Estructuras y materiales de construcción; productos auxiliares para la construcción (excepto aparatos eléctricos).,Construction structures and materials; auxiliary products to construction (excepts electric apparatus).
44100000,Materiales de construcción y elementos afines.,Construction materials and associated items.
44110000,Materiales de construcción.,Construction materials.
44111000,Materiales para obras de construcción.,Building materials.
44111100,Ladrillos.,Bricks.
44111200,Cemento.,Cement.
44111210,Cemento de perforación.,Drilling cement.
44111300,Cerámica.,Ceramics.
44111400,Pinturas y revestimientos de paredes.,Paints and wallcoverings.
44111500,Aislantes y accesorios aislantes.,Insulators and insulating fittings.
44111510,Aislantes.,Insulators.
44111511,Aislantes eléctricos.,Electrical insulators.
44111520,Material aislante térmico.,Thermal insulating material.
44111530,Accesorios de aislamiento eléctrico.,Electrical insulating fittings.
44111540,Vidrio aislante.,Insulating glass.
44111600,Bloques.,Blocks.
44111700,Baldosas.,Tiles.
44111800,Mortero (construcción).,Mortar (construction).
44111900,Losas de cerámica.,Ceramic flags.
44112000,Estructuras de edificación diversas.,Miscellaneous building structures.
44112100,Refugios.,Shelters.
44112110,Partes de refugios.,Shelter parts.
44112120,Secciones de perfiles.,Profile sections.
44112200,Revestimientos para suelos.,Floor coverings.
44112210,Revestimientos compactos para suelos.,Solid flooring.
44112220,Falsos suelos.,False floors.
44112230,Linóleo.,Linoleum.
44112240,Parqué.,Parquet.
44112300,Tabiques.,Partitions.
44112310,Paredes divisorias.,Partition walls.
44112400,Tejados.,Roof.
44112410,Bastidores para tejados.,Roof frames.
44112420,Cimbras.,Roof supports.
44112430,Cerchas.,Roof trusses.
44112500,Materiales para tejados.,Roofing materials.
44112510,Tablillas.,Shingles.
44112600,Aislamiento acústico.,Sound insulation.
44112700,Vigas.,Beams.
44113000,Materiales para la construcción de carreteras.,Road-construction materials.
44113100,Materiales de pavimentación.,Paving materials.
44113120,Losetas.,Paving slabs.
44113130,Piedra para pavimentación.,Paving stones.
44113140,Pavimentos de cantos rodados.,Roadstone.
44113200,Losas.,Flagstones.
44113300,Materiales revestidos.,Coated materials.
44113310,Materiales revestidos para carreteras.,Coated road materials.
44113320,Grava bituminosa.,Coated roadstone.
44113330,Materiales de recubrimiento.,Coating materials.
44113500,Cuentas de vidrio.,Glass beads.
44113600,Betún y asfalto.,Bitumen and asphalt.
44113610,Betún.,Bitumen.
44113620,Asfalto.,Asphalt.
44113700,Materiales para reparación de carreteras.,Road-repair materials.
44113800,Materiales para el acabado de superficies de carreteras.,Road-surfacing materials.
44113810,Tratamiento de superficies.,Surface dressing.
44113900,Materiales para el mantenimiento de carreteras.,Road-maintenance materials.
44113910,Materiales para la viabilidad invernal.,Winter-maintenance materials.
44114000,Hormigón.,Concrete.
44114100,Hormigón preamasado.,Ready-mixed concrete.
44114200,Productos de hormigón.,Concrete products.
44114210,Pilotes de hormigón.,Concrete piles.
44114220,Tuberías y accesorios de hormigón.,Concrete pipes and fittings.
44114250,Losas de hormigón.,Concrete slabs.
44115000,Accesorios para la construcción.,Building fittings.
44115100,Cañerías.,Ducting.
44115200,Materiales para fontanería y calefacción.,Plumbing and heating materials.
44115210,Materiales de fontanería.,Plumbing materials.
44115220,Materiales para calefacción.,Heating materials.
44115310,Persianas enrollables.,Roller-type shutters.
44115400,Claraboyas.,Skylights.
44115500,Sistemas de extinción por aspersor.,Sprinkler systems.
44115600,Remonte-escalera.,Stairlifts.
44115700,Persianas exteriores.,Exterior blinds.
44115710,Marquesinas.,Canopies.
44115800,Accesorios para interiores de edificios.,Building internal fittings.
44115810,Rieles para cortinas y cortinajes.,Curtain rails and hangings.
44115811,Rieles para cortinas.,Curtain rails.
44115900,Dispositivos de protección contra el sol.,Sun protection devices.
44130000,Colectores.,Sewer mains.
44131000,Cámaras para aguas residuales.,Sewage chambers.
44132000,Elementos para alcantarillas.,Culvert elements.
44133000,Cofias de hierro dúctil.,Ductile-iron end caps.
44134000,Curvas.,Bends.
44140000,Productos relacionados con materiales de construcción.,Products related to construction materials.
44141000,Conductos.,Conduit.
44141100,Conductos eléctricos.,Electric conduit.
44142000,Marcos.,Frames.
44143000,Palets.,Pallets.
44144000,Postes (construcción).,Posts.
44160000,"Conducciones, canalizaciones, tuberías de revestimiento, tubos y artículos conexos.","Pipeline, piping, pipes, casing, tubing and related items."
44161000,Conducciones.,Pipelines.
44161100,Gasoductos.,Gas pipelines.
44161110,Red de distribución de gas.,Gas-distribution network.
44161200,Tuberías maestras.,Water mains.
44161400,Conducciones subacuáticas.,Underwater pipeline.
44161410,Conducciones submarinas.,Subsea pipelines.
44161500,Conducciones de alta presión.,High-pressure pipeline.
44161600,Conductos de baja presión.,Low-pressure pipeline.
44161700,Rascadores de conducciones.,Pipeline pigs.
44161710,Lanzarrascadores.,Pig launchers.
44161720,Receptores de rascador.,Pig receivers.
44161730,Estaciones de rascador.,Pig traps.
44162000,Canalizaciones.,Piping.
44162100,Suministros para canalizaciones.,Piping supplies.
44162200,Canalizaciones de distribución.,Distribution piping.
44162300,Canalizaciones de descarga.,Outfall piping.
44162400,Cámaras registro en arcilla vitrificada.,Vitrified clay manholes.
44162500,Canalización de agua potable.,Drinking-water piping.
44163000,Tuberías y accesorios.,Pipes and fittings.
44163100,Tuberías.,Pipes.
44163110,Tuberías de desagüe.,Drainage pipes.
44163111,Tuberías de drenaje.,Drain pipes.
44163112,Sistema de drenaje.,Drainage system.
44163120,Tuberías de calefacción a distancia.,Distance-heating pipes.
44163121,Tuberías de calefacción.,Heating pipes.
44163130,Tuberías de alcantarilla.,Sewer pipes.
44163140,Tuberías de agua y vapor.,Steam and water pipes.
44163150,Tuberías de baja presión.,Low-pressure pipes.
44163160,Tuberías de distribución y sus accesorios.,Distribution pipes and accessories.
44163200,Accesorios para tubería.,Pipe fittings.
44163210,Abrazaderas para tuberías.,Pipe clamps.
44163230,Racores para tuberías.,Pipe connectors.
44163240,Juntas de tuberías.,Pipe joints.
44163241,Juntas aislantes.,Insulated joints.
44164000,Tubos de entubado y tubos de producción.,Casing and tubing.
44164100,Tubos de entubado.,Casing.
44164200,Tubos de producción.,Tubing.
44164300,Artículos tubulares.,Tubular goods.
44164310,Tubos y accesorios.,Tubes and fittings.
44165000,"Mangueras, tubos y manguitos.","Hoses, risers and sleeves."
44165100,Mangueras.,Hoses.
44165110,Mangueras de perforación.,Drilling hoses.
44165200,Tubos.,Risers.
44165210,Tubos ascendentes flexibles.,Flexible risers.
44165300,Manguitos.,Sleeves.
44166000,Material tubular para pozos de petróleo.,Oil country tubular goods.
44167000,Accesorios diversos para tuberías.,Various pipe fittings.
44167100,Acoplamientos.,Couplings.
44167110,Bridas.,Flanges.
44167111,Adaptadores de brida.,Flange adaptors.
44167200,Abrazaderas y collares de reparación.,Repair clamps and collars.
44167300,"Curvas, tes y accesorios para tuberías.","Bends, tees and pipe fittings."
44167400,Codos.,Elbows.
44170000,"Planchas, hojas, bandas y láminas relacionadas con materiales de construcción.","Plates, sheets, strip and foil related to construction materials."
44171000,Planchas (construcción).,Plates (construction).
44172000,Hojas (construcción).,Sheets (construction).
44173000,Bandas.,Strip.
44174000,Láminas.,Foil.
44175000,Paneles.,Panels.
44176000,Películas.,Film.
44190000,Materiales de construcción diversos.,Miscellaneous construction materials.
44191000,Materiales de madera diversos para construcción.,Miscellaneous construction materials in wood.
44191100,Madera contrachapada.,Plywood.
44191200,Madera laminada.,Laminated wood.
44191300,Tableros de partículas.,Particle board.
44191400,Tableros de fibra.,Fibreboard.
44191500,Madera densificada.,Densified wood.
44191600,Paneles de parqué.,Parquet panels.
44192000,Otros materiales de construcción diversos.,Other miscellaneous construction materials.
44192100,Espuma de PVC.,PVC foam.
44192200,Puntas.,Nails.
44200000,Productos estructurales.,Structural products.
44210000,Estructuras y partes de estructuras.,Structures and parts of structures.
44211000,Edificios prefabricados.,Prefabricated buildings.
44211100,Edificios prefabricados modulares.,Modular and portable buildings.
44211110,Cabinas.,Cabins.
44211200,Cubículos.,Cubicles.
44211300,Hospital de campaña.,Field hospital.
44211400,Cocinas de campaña.,Field kitchens.
44211500,Invernaderos.,Glasshouses.
44212000,"Productos estructurales y partes correspondientes, excepto edificios prefabricados.",Structural products and parts except prefabricated buildings.
44212100,Puente.,Bridge.
44212110,Secciones de puentes.,Bridge sections.
44212120,Estructuras de puentes.,Structures of bridges.
44212200,"Torres, mástiles de celosía, castilletes y pilares.","Towers, lattice masts, derricks and pylons."
44212210,Castilletes.,Derricks.
44212211,Torres de perforación.,Drilling derricks.
44212212,Torres de perforación estáticas.,Static drilling derricks.
44212220,"Pilares, postes y estacas.","Pylons, poles and pickets."
44212221,Pilares.,Pylons.
44212222,Torres para transporte de energía eléctrica.,Electricity transmission pylons.
44212223,Soportes para pilones.,Pylon supports.
44212224,Postes para líneas aéreas.,Poles for carrying overhead lines.
44212225,Postes.,Poles.
44212226,Postes de electricidad.,Electricity poles.
44212227,Estacas.,Pickets.
44212230,Torres.,Towers.
44212233,Torres de agua.,Water towers.
44212240,Vigas de carga.,Girders.
44212250,Mástiles.,Masts.
44212260,Mástiles de antena de radio o de televisión.,Radio or television masts.
44212261,Mástiles de antena de radio.,Radio masts.
44212262,Mástiles de antena de televisión.,Television masts.
44212263,Mástiles de celosía.,Lattice masts.
44212300,Estructuras y partes.,Structures and parts.
44212310,Andamiaje.,Scaffolding.
44212311,Puntales de arco.,Arch struts.
44212312,Soportes de arco.,Arch stilts.
44212313,Soportes.,Supports.
44212314,Soportes para suspensión de tubos.,Pipe-hanging brackets.
44212315,Equipo para andamiaje.,Equipment for scaffolding.
44212316,Bridas de arco.,Arch clips.
44212317,Estructuras de andamiaje.,Scaffolding structures.
44212318,Soportes de conducciones.,Pipeline supports.
44212320,Estructuras diversas.,Miscellaneous structures.
44212321,Marquesinas para paradas de autobús.,Bus shelters.
44212322,Cabinas telefónicas.,Telephone booths.
44212329,Mamparas de seguridad.,Security screens.
44212380,Partes de estructuras.,Parts of structures.
44212381,Revestimiento.,Cladding.
44212382,Compuertas de descarga.,Floodgates.
44212383,Compuertas.,Lock gates.
44212390,Esclusas.,Sluices.
44212391,Compuertas de esclusa.,Sluice gates.
44212400,Estacada.,Piling.
44212410,Tablestacado.,Sheet piling.
44212500,Ángulos y secciones.,Angles and sections.
44212510,Ángulos.,Angles.
44212520,Secciones.,Sections.
44220000,Trabajos de ebanistería para la construcción.,Builders' joinery.
44221000,"Ventanas, puertas y elementos conexos.","Windows, doors and related items."
44221100,Ventanas.,Windows.
44221110,Marcos para ventana.,Window frames.
44221111,Unidades de doble acristalamiento.,Double-glazed units.
44221120,Puertas-ventana.,French windows.
44221200,Puertas.,Doors.
44221210,Tableros en bruto para puertas.,Door blanks.
44221211,Marcos para puerta.,Door frames.
44221212,Puertas mosquiteras.,Door screens.
44221213,Umbrales de puerta.,Door thresholds.
44221220,Puertas cortafuego.,Fire doors.
44221230,Puertas de corredera.,Sliding doors.
44221240,Puertas de garaje.,Garage doors.
44221300,Portones.,Gates.
44221310,Puertas de acceso.,Access gates.
44221400,Contraventanas.,Shutters.
44221500,Umbrales.,Thresholds.
44230000,Trabajos de carpintería para la construcción.,Builders' carpentry.
44231000,Paneles prefabricados para cercas.,Made-up fencing panels.
44232000,Vigas de madera para tejado.,Timber roof trusses.
44233000,Escaleras.,Staircases.
44300000,"Cable, alambre y productos conexos.","Cable, wire and related products."
44310000,Productos de alambre.,Wire products.
44311000,Alambre de cabos.,Stranded wire.
44312000,Alambre para cercas.,Fencing wire.
44312300,Alambre de púas.,Barbed wire.
44313000,Malla metálica.,Metal netting.
44313100,Cercado de tela metálica.,Wire-mesh fencing.
44313200,Tela metálica.,Wire cloth.
44315000,Hilo de máquina.,Wire rods.
44315100,Accesorios para soldadura autógena.,Welding accessories.
44315200,Materiales para soldadura autógena.,Welding materials.
44315300,Materiales para soldadura blanda o para soldadura fuerte.,Soldering or brazing materials.
44315310,Materiales para soldadura blanda.,Soldering materials.
44315320,Materiales para soldadura fuerte.,Brazing materials.
44316000,Ferretería.,Ironmongery.
44316100,Yunques.,Anvils.
44316200,Fragua portátil.,Portable forge.
44316300,Rejillas.,Grilles.
44316400,Artículos de ferretería.,Hardware.
44316500,Artículos de forja.,Smiths' wares.
44316510,Artículos de herrería.,Blacksmiths' wares.
44317000,Eslingas de hierro o de acero.,Iron or steel slings.
44318000,Conductores.,Conductors.
44320000,Cables y productos conexos.,Cable and related products.
44321000,Cables.,Cable.
44322000,Accesorios para cables.,Cable accessories.
44322100,Conductos para cables.,Cable conduits.
44322200,Conectores para cables.,Cable connectors.
44322300,Tuberías para cables.,Cable ducts.
44322400,Sujetacables.,Cable fasteners.
44330000,"Barras, varillas, alambre y perfiles utilizados en la construcción.","Bars, rods, wire and profiles used in construction."
44331000,Barras.,Bars.
44332000,Varillas (construcción).,Rods (construction).
44333000,Alambre.,Wire.
44334000,Perfiles.,Profiles.
44400000,Productos manufacturados diversos y artículos conexos.,Miscellaneous fabricated products and related items.
44410000,Artículos para baño y cocina.,Articles for the bathroom and kitchen.
44411000,Aparatos sanitarios.,Sanitary ware.
44411100,Grifos.,Taps.
44411200,Bañeras.,Baths.
44411300,Lavabos.,Washbasins.
44411400,Platos de ducha.,Shower basins.
44411600,Bidés.,Bidets.
44411700,"Asientos, tapas, cubetas, tazas y cisternas de inodoro.","Lavatory seats, covers, bowls and cisterns."
44411710,Asientos de inodoro.,Lavatory seats.
44411720,Tapas de inodoro.,Lavatory covers.
44411740,Tazas de inodoro.,Lavatory bowls.
44411750,Cisternas de inodoro.,Lavatory cisterns.
44411800,Urinarios.,Urinals.
44420000,Artículos utilizados en la construcción.,Goods used in construction.
44421000,"Cajas fuertes, cajas de seguridad y puertas, blindadas o reforzadas.","Armoured or reinforced safes, strongboxes and doors."
44421300,Cajas de caudales.,Safes.
44421500,Puertas blindadas o reforzadas.,Armoured or reinforced doors.
44421600,Taquillas de seguridad.,Safe-deposit lockers.
44421700,Cajas y taquillas.,Boxes and lockers.
44421710,Taquillas para equipajes en consigna.,Left-luggage lockers.
44421720,Taquillas.,Lockers.
44421721,Cajas fuertes.,Safe-deposit boxes.
44421722,Cajas de seguridad.,Safety cases.
44421780,Cajas de seguridad para documentos.,Deed boxes.
44421790,Cajas de seguridad para fondos.,Cash boxes.
44422000,Buzones.,Letterboxes.
44423000,Artículos diversos.,Miscellaneous articles.
44423100,Campanas.,Bells.
44423200,Escaleras de mano.,Ladders.
44423220,Escaleras de tijera.,Folding steps.
44423230,Taburetes con escalones.,Step stools.
44423300,Equipo para manipulación de mercancías.,Goods-handling equipment.
44423330,Plataformas para la manipulación de mercancías.,Platforms for handling goods.
44423340,Accesorios de cable para la manipulación de mercancías.,Wire-rope accessories for handling goods.
44423400,Señales y artículos conexos.,Signs and related items.
44423450,Placas indicadoras.,Nameplates.
44423460,Placas de dirección.,Address plates.
44423700,Elementos para registros.,Manhole elements.
44423710,Cajas de superficie.,Surface boxes.
44423720,Cajas de delimitación.,Boundary boxes.
44423730,Marcos protectores de registros.,Manhole frames.
44423740,Tapas de registro.,Manhole covers.
44423750,Rejillas de sumidero.,Drain covers.
44423760,Tapas de acceso.,Access covers.
44423790,Escalones de horquilla de registros.,Manhole step irons.
44423800,Sellos metálicos.,Metal stamps.
44423810,Sellos de caucho.,Rubber stamps.
44423850,Formas.,Shapes.
44423900,Ánodos sacrificatorios.,Sacrificial anodes.
44424000,Cajas y precintos para contadores.,Meter-housing boxes and tape.
44424100,Cajas para contadores.,Meter-housing boxes.
44424200,Cinta adhesiva.,Adhesive tape.
44424300,Cinta reflectante.,Reflective tape.
44425000,"Arandelas, juntas, bandas, barras y morteros de relleno.","Rings, seals, bands, sticks and grout packers."
44425100,Arandelas elásticas.,Elastic rings.
44425110,Arandelas de refuerzo autoadhesivas.,Self-adhesive reinforcement rings.
44425200,Juntas de caucho.,Rubber seals.
44425300,Bandas elásticas.,Rubber bands.
44425400,Morteros de relleno.,Grout packers.
44425500,Barras de plástico.,Plastic sticks.
44430000,Blindaje.,Armour plating.
44431000,Cubrejuntas.,Cover plates.
44440000,Cojinetes.,Bearings.
44441000,Microesferas.,Microbeads.
44442000,Cojinetes de rodillos.,Roller bearings.
44450000,Acero dulce.,Mild steel.
44451000,Cospeles.,Coin blanks.
44452000,Depósitos para monedas de máquinas o aparatos que funcionan con monedas.,Coin boxes.
44460000,Estemples y puntales de mina.,Props and mining struts.
44461000,Estemples.,Props.
44461100,Estemples de mina.,Mine props.
44462000,Puntales de mina.,Mining struts.
44464000,Orugas.,Caterpillar tracks.
44470000,Productos de hierro fundido.,Cast-iron products.
44480000,Equipos diversos contra incendios.,Miscellaneous fire-protection equipment.
44481000,Escaleras de plataforma.,Platforms ladders.
44481100,Escaleras contra incendios.,Fire ladders.
44482000,Dispositivos contra incendios.,Fire-protection devices.
44482100,Mangueras para incendios.,Fire hoses.
44482200,Bocas de incendio.,Fire hydrants.
44500000,"Herramientas, cerraduras, llaves, bisagras, elementos de sujeción, cadenas y muelles.","Tools, locks, keys, hinges, fasteners, chain and springs."
44510000,Herramientas.,Tools.
44511000,Herramientas manuales.,Hand tools.
44511100,Layas y palas.,Spades and shovels.
44511110,Layas.,Spades.
44511120,Palas.,Shovels.
44511200,Horcas de jardinería.,Gardening forks.
44511300,"Azadas, picos, binaderas, rastrillos y rastrillos para playa.","Mattocks, picks, hoes, rakes and beach rakes."
44511310,Azadas.,Mattocks.
44511320,Picos.,Picks.
44511330,Binaderas.,Hoes.
44511340,Rastrillos.,Rakes.
44511341,Rastrillos para playa.,Beach rakes.
44511400,Hachas.,Axes.
44511500,Sierras de mano.,Hand saws.
44511510,Hojas para sierras de mano.,Handsaw blades.
44512000,Herramientas manuales diversas.,Miscellaneous hand tools.
44512100,Formones.,Chisels.
44512200,Alicates.,Pliers.
44512210,Alicates de engarzar.,Crimping pliers.
44512300,Martillos.,Hammers.
44512400,Perrillos tensores de mano.,Wire grips.
44512500,Llaves de tuercas.,Spanners.
44512600,Herramientas para trabajos viales.,Roadworking tools.
44512610,Púas para estriar superficies de carreteras.,Spikes for piercing road surfaces.
44512700,Limas o escofinas.,Files or rasps.
44512800,Destornilladores.,Screwdrivers.
44512900,"Brocas para taladros, cabezas para destornillador y demás accesorios.","Drill bits, screwdriver bits and other accessories."
44512910,Brocas para taladros.,Drill bits.
44512920,Cabezas para destornillador.,Screwdriver bits.
44512930,Portaherramientas.,Tool carriers.
44512940,Estuches de herramientas.,Tool kits.
44513000,Herramientas de pedal.,Treadle-operated tools.
44514000,Mangos y piezas de herramientas.,Tool handles and tool parts.
44514100,Mangos de herramientas.,Tool handles.
44514200,Piezas de herramientas.,Tool parts.
44520000,"Cerraduras, llaves y bisagras.","Locks, keys and hinges."
44521000,Cerraduras y candados diversos.,Miscellaneous padlocks and locks.
44521100,Cerraduras.,Locks.
44521110,Cerraduras para puertas.,Door locks.
44521120,Cerraduras de seguridad electrónicas.,Electronic security lock.
44521130,Cerraduras de alta seguridad.,Enhanced security lock.
44521140,Cerraduras para muebles.,Furniture locks.
44521200,Candados y cadenas.,Padlocks and chains.
44521210,Candados.,Padlocks.
44522000,"Cierres, partes de cerraduras y llaves.","Clasps, lock parts and keys."
44522100,Cierres.,Clasps.
44522200,Llaves.,Keys.
44522300,Partes de candados.,Parts of padlocks.
44522400,Partes de cerraduras.,Parts of locks.
44523000,"Bisagras, guarniciones y accesorios.","Hinges, mountings and fittings."
44523100,Bisagras.,Hinges.
44523200,Guarniciones.,Mountings.
44523300,Accesorios.,Fittings.
44530000,Elementos de sujeción.,Fasteners.
44531000,Elementos roscados de sujeción.,Threaded fasteners.
44531100,Tornillos para madera.,Wood screws.
44531200,"Escarpias o armellas, roscadas.",Screw hooks or screw rings.
44531300,Tornillos taladradores.,Self-tapping screws.
44531400,Pernos.,Bolts.
44531500,Juegos de uniones de bridas.,Flange jointing sets.
44531510,Pernos y tornillos.,Bolts and screws.
44531520,Tirafondos y tornillos.,Coach bolts and screws.
44531600,Tuercas.,Nuts.
44531700,Artículos con rosca de hierro o de acero.,Iron or steel threaded articles.
44532000,Elementos de sujeción sin roscar.,Non-threaded fasteners.
44532100,Remaches.,Rivets.
44532200,Arandelas.,Washers.
44532300,Pasadores de chaveta.,Cotter pins.
44532400,Bridas de acero.,Steel fishplates.
44533000,Elementos de sujeción de cobre.,Copper fasteners.
44540000,Cadenas.,Chain.
44541000,Cadena articulada.,Articulated chain.
44542000,Partes de cadenas.,Parts of chain.
44550000,Muelles (resortes).,Springs.
44600000,"Cisternas, depósitos y contenedores; radiadores y calderas de calefacción central.","Tanks, reservoirs and containers; central-heating radiators and boilers."
44610000,"Cisternas, depósitos, contenedores y recipientes a presión.","Tanks, reservoirs, containers and pressure vessels."
44611000,Cisternas.,Tanks.
44611100,Cilindros de aire.,Air cylinders.
44611110,Cilindros neumáticos.,Compressed-air cylinders.
44611200,Aparatos respiratorios.,Breathing apparatus.
44611400,Cisternas para almacenamiento.,Storage tanks.
44611410,Cisternas para almacenamiento de petróleo.,Oil-storage tanks.
44611420,Cisternas para almacenamiento de lodos.,Sludge-storage tanks.
44611500,Cisternas para agua.,Water tanks.
44611600,Depósitos.,Reservoirs.
44612000,Recipientes de gas licuado.,Liquefied-gas containers.
44612100,Bombonas de gas.,Gas cylinders.
44612200,Depósitos de gas.,Gas tanks.
44613000,Grandes contenedores.,Large containers.
44613110,Silos.,Silos.
44613200,Contenedores refrigerados.,Refrigerated containers.
44613210,Cisternas de agua.,Water chambers.
44613300,Contenedores estandarizados para transporte.,Standard freight containers.
44613400,Contenedores de almacenamiento.,Storage containers.
44613500,Contenedores para agua.,Water containers.
44613600,Contenedores sobre ruedas.,Wheeled containers.
44613700,Contenedores de basura.,Refuse skips.
44613800,Contenedores para residuos.,Containers for waste material.
44614000,Barriles.,Casks.
44614100,Recipientes de almacenamiento.,Storage bins.
44614300,Sistema de almacenamiento en contenedores.,Container storage system.
44614310,Apiladora mecánica.,Stacking machinery.
44615000,Recipientes a presión.,Pressure vessels.
44615100,Recipientes a presión de acero.,Steel pressure vessels.
44616000,Bidones.,Drums.
44616200,Bidones de residuos.,Waste drums.
44617000,Cajas.,Boxes.
44617100,Cartones.,Cartons.
44617200,Compartimentos para contadores.,Meter housings.
44617300,Cajas prefabricadas.,Prefabricated boxes.
44618000,"Recipientes ligeros, tapones, tapas, cubas y tapaderas.","Light containers, corks, tops for containers, vats and lids."
44618100,Recipientes ligeros.,Light containers.
44618300,"Tapones, tapones de rosca, tapas y tapaderas.","Corks, stoppers, tops for containers and lids."
44618310,Tapones con opérculo de corcho.,Corks.
44618320,Tapones de rosca.,Stoppers.
44618330,Tapas para contenedores.,Tops for containers.
44618340,Tapaderas.,Lids.
44618350,Cápsulas de plástico.,Plastic caps.
44618400,Latas.,Cans.
44618420,Latas de conservas.,Food cans.
44618500,Cubas.,Vats.
44619000,Otros recipientes.,Other containers.
44619100,Estuches.,Cases.
44619200,Carretes para cables.,Cable drums.
44619300,Jaulas.,Crates.
44619400,Barriles de madera.,Barrels.
44619500,Cajas paleta.,Pallet boxes.
44620000,"Radiadores y calderas para calefacción central, y sus partes.",Central-heating radiators and boilers and parts.
44621000,Radiadores y calderas.,Radiators and boilers.
44621100,Radiadores.,Radiators.
44621110,Radiadores para calefacción central.,Central-heating radiators.
44621111,Radiadores para calefacción central no eléctricos.,Non-electrically-heated central-heating radiators.
44621112,Partes de radiadores para calefacción central.,Parts of central-heating radiators.
44621200,Calderas.,Boilers.
44621210,Calderas de agua.,Water boilers.
44621220,Calderas para calefacción central.,Central-heating boilers.
44621221,Partes de calderas para calefacción central.,Parts of central-heating boilers.
44622000,Sistemas de termorrecuperación.,Heat-recovery systems.
44622100,Equipo termorrecuperador.,Heat-recovery equipment.
44800000,"Pinturas, barnices y mástiques.","Paints, varnishes and mastics."
44810000,Pinturas.,Paints.
44811000,Pintura para señalización de carreteras.,Road paint.
44812000,Pinturas para pintura artística.,Artists' paints.
44812100,Esmaltes y pinturas transparentes.,Enamels and glazes.
44812200,Pinturas al óleo y al agua.,Oil and water paints.
44812210,Pinturas al óleo.,Oil paints.
44812220,Pinturas al agua.,Water paints.
44812300,Pinturas para la enseñanza.,Students' paints.
44812310,Juegos de colores.,Colours in sets.
44812320,Colores para pintura de letreros.,Signboard painters' colours.
44812400,Artículos para decoración.,Decorating supplies.
44820000,Barnices.,Varnishes.
44830000,"Mástiques, plastes de relleno, masillas y disolventes.","Mastics, fillers, putty and solvents."
44831000,"Mástiques, plastes de relleno y masilla.","Mastics, fillers, putty."
44831100,Mástiques.,Mastics.
44831200,Plastes de relleno.,Fillers.
44831300,Masilla.,Putty.
44831400,Lechada de cemento.,Grout.
44832000,Disolventes.,Solvents.
44832100,Decapante para pintura.,Paint stripper.
44832200,Diluyentes.,Thinners.
44900000,"Piedra para construcción, piedra caliza, yeso y pizarra.","Stone for construction, limestone, gypsum and slate."
44910000,Piedra para construcción.,Stone for construction.
44911000,Mármol y piedra calcárea de construcción.,Marble and calcarous building stone.
44911100,Mármol.,Marble.
44911200,Travertino.,Travertine.
44912000,Diversas piedras de construcción.,Miscellaneous building stone.
44912100,Granito.,Granite.
44912200,Arenisca.,Sandstone.
44912300,Basalto.,Basalt.
44912400,Piedras de bordillo.,Kerbstones.
44920000,"Piedra caliza, yeso y creta.","Limestone, gypsum and chalk."
44921000,Piedra caliza y yeso.,Limestone and gypsum.
44921100,Yeso.,Gypsum.
44921200,Cal.,Lime.
44921210,Cal en polvo.,Powdered lime.
44921300,Piedra caliza.,Limestone.
